Entity,Code,Day,total_vaccinations_per_hundred
Morocco,MAR,2021-02-20,6.67
Morocco,MAR,2021-02-22,6.98
Morocco,MAR,2021-02-23,7.23
Morocco,MAR,2021-02-24,7.99
Morocco,MAR,2021-02-25,8.68
Morocco,MAR,2021-02-26,9.28
Morocco,MAR,2021-02-27,9.75
Morocco,MAR,2021-03-01,10.3
Morocco,MAR,2021-03-02,10.71
Morocco,MAR,2021-03-03,11.12
Morocco,MAR,2021-03-04,11.47
Morocco,MAR,2021-03-05,11.86
Morocco,MAR,2021-03-06,12.17
Morocco,MAR,2021-03-08,12.5
Morocco,MAR,2021-03-09,12.83
Morocco,MAR,2021-03-10,13.37
Morocco,MAR,2021-03-11,13.82
Morocco,MAR,2021-03-12,14.61
Morocco,MAR,2021-03-13,15.4
Morocco,MAR,2021-03-15,16.24
Morocco,MAR,2021-03-16,16.79
Morocco,MAR,2021-03-17,17.23
Morocco,MAR,2021-03-19,17.91
Morocco,MAR,2021-03-20,18.12
Morocco,MAR,2021-03-22,18.37
Morocco,MAR,2021-03-23,18.58
Morocco,MAR,2021-03-24,19.31
Morocco,MAR,2021-03-25,19.94
Morocco,MAR,2021-03-26,20.39
Morocco,MAR,2021-03-27,20.68
Morocco,MAR,2021-03-29,21.02
Morocco,MAR,2021-03-30,21.36
Morocco,MAR,2021-03-31,21.66
Morocco,MAR,2021-04-01,21.94
Morocco,MAR,2021-04-02,22.14
Morocco,MAR,2021-04-03,22.33
Morocco,MAR,2021-04-05,22.5
Morocco,MAR,2021-04-06,22.69
Morocco,MAR,2021-04-07,22.89
Morocco,MAR,2021-04-08,23.05
Morocco,MAR,2021-04-09,23.17
Morocco,MAR,2021-04-10,23.32
Mozambique,MOZ,2021-03-07,0
Mozambique,MOZ,2021-03-13,0.15
Mozambique,MOZ,2021-03-23,0.18
Myanmar,MMR,2021-01-26,0
Myanmar,MMR,2021-01-27,0.01
Myanmar,MMR,2021-02-05,0.7
Namibia,NAM,2021-03-18,0
Namibia,NAM,2021-03-25,0.01
Namibia,NAM,2021-03-31,0.06
Namibia,NAM,2021-04-01,0.07
Namibia,NAM,2021-04-03,0.08
Namibia,NAM,2021-04-08,0.1
Nepal,NPL,2021-01-26,0
Nepal,NPL,2021-02-01,0.39
Nepal,NPL,2021-02-04,0.54
Nepal,NPL,2021-02-20,1.38
Nepal,NPL,2021-03-19,5.49
Netherlands,NLD,2021-01-17,0.45
Netherlands,NLD,2021-01-24,0.86
Netherlands,NLD,2021-01-31,2
Netherlands,NLD,2021-02-07,3.33
Netherlands,NLD,2021-02-14,4.57
Netherlands,NLD,2021-02-21,5.92
Netherlands,NLD,2021-02-28,7.8
Netherlands,NLD,2021-03-07,9.45
Netherlands,NLD,2021-03-14,11.02
Netherlands,NLD,2021-03-21,12.24
Netherlands,NLD,2021-03-28,13.88
Netherlands,NLD,2021-04-04,16.71
New Zealand,NZL,2021-02-18,0
New Zealand,NZL,2021-02-19,0
New Zealand,NZL,2021-02-20,0
New Zealand,NZL,2021-02-24,0.02
New Zealand,NZL,2021-02-28,0.03
New Zealand,NZL,2021-03-03,0.2
New Zealand,NZL,2021-03-10,0.37
New Zealand,NZL,2021-03-17,0.56
New Zealand,NZL,2021-03-24,0.86
New Zealand,NZL,2021-03-31,1.42
New Zealand,NZL,2021-04-06,1.87
Nigeria,NGA,2021-03-04,0
Nigeria,NGA,2021-03-15,0
Nigeria,NGA,2021-03-24,0.13
Nigeria,NGA,2021-03-28,0.25
Nigeria,NGA,2021-03-31,0.35
Nigeria,NGA,2021-04-01,0.4
Nigeria,NGA,2021-04-06,0.47
North America,,2020-12-14,0
North America,,2020-12-15,0
North America,,2020-12-16,0
North America,,2020-12-17,0
North America,,2020-12-18,0
North America,,2020-12-19,0
North America,,2020-12-20,0.1
North America,,2020-12-21,0.11
North America,,2020-12-22,0.11
North America,,2020-12-23,0.18
North America,,2020-12-24,0.18
North America,,2020-12-25,0.18
North America,,2020-12-26,0.34
North America,,2020-12-27,0.34
North America,,2020-12-28,0.37
North America,,2020-12-29,0.37
North America,,2020-12-30,0.49
North America,,2020-12-31,0.49
North America,,2021-01-01,0.49
North America,,2021-01-02,0.74
North America,,2021-01-03,0.74
North America,,2021-01-04,0.8
North America,,2021-01-05,0.85
North America,,2021-01-06,0.94
North America,,2021-01-07,1.05
North America,,2021-01-08,1.19
North America,,2021-01-09,1.19
North America,,2021-01-10,1.2
North America,,2021-01-11,1.59
North America,,2021-01-12,1.66
North America,,2021-01-13,1.84
North America,,2021-01-14,2.02
North America,,2021-01-15,2.23
North America,,2021-01-16,2.25
North America,,2021-01-17,2.25
North America,,2021-01-18,2.27
North America,,2021-01-19,2.85
North America,,2021-01-20,3
North America,,2021-01-21,3.19
North America,,2021-01-22,3.47
North America,,2021-01-23,3.72
North America,,2021-01-24,3.94
North America,,2021-01-25,4.1
North America,,2021-01-26,4.24
North America,,2021-01-27,4.44
North America,,2021-01-28,4.7
North America,,2021-01-29,4.99
North America,,2021-01-30,5.28
North America,,2021-01-31,5.54
North America,,2021-02-01,5.73
North America,,2021-02-02,5.83
North America,,2021-02-03,6.02
North America,,2021-02-04,6.25
North America,,2021-02-05,6.53
North America,,2021-02-06,6.91
North America,,2021-02-07,7.28
North America,,2021-02-08,7.49
North America,,2021-02-09,7.63
North America,,2021-02-10,7.9
North America,,2021-02-11,8.18
North America,,2021-02-12,8.53
North America,,2021-02-13,8.91
North America,,2021-02-14,9.29
North America,,2021-02-15,9.3
North America,,2021-02-16,9.73
North America,,2021-02-17,9.94
North America,,2021-02-18,10.23
North America,,2021-02-19,10.6
North America,,2021-02-20,10.91
North America,,2021-02-21,11.23
North America,,2021-02-22,11.44
North America,,2021-02-23,11.6
North America,,2021-02-24,11.87
North America,,2021-02-25,12.23
North America,,2021-02-26,12.64
North America,,2021-02-27,13.07
North America,,2021-02-28,13.5
North America,,2021-03-01,13.82
North America,,2021-03-02,14.15
North America,,2021-03-03,14.5
North America,,2021-03-04,14.88
North America,,2021-03-05,15.34
North America,,2021-03-06,15.86
North America,,2021-03-07,16.29
North America,,2021-03-08,16.62
North America,,2021-03-09,16.96
North America,,2021-03-10,17.39
North America,,2021-03-11,17.9
North America,,2021-03-12,18.46
North America,,2021-03-13,19.28
North America,,2021-03-14,19.55
North America,,2021-03-15,19.95
North America,,2021-03-16,20.28
North America,,2021-03-17,20.73
North America,,2021-03-18,21.26
North America,,2021-03-19,21.77
North America,,2021-03-20,22.37
North America,,2021-03-21,22.92
North America,,2021-03-22,23.33
North America,,2021-03-23,23.69
North America,,2021-03-24,24.14
North America,,2021-03-25,24.68
North America,,2021-03-26,25.33
North America,,2021-03-27,25.99
North America,,2021-03-28,26.6
North America,,2021-03-29,27.06
North America,,2021-03-30,27.48
North America,,2021-03-31,28.05
North America,,2021-04-01,28.69
North America,,2021-04-02,29.52
North America,,2021-04-03,30.31
North America,,2021-04-04,30.9
North America,,2021-04-05,31.34
North America,,2021-04-06,31.7
North America,,2021-04-07,32.31
North America,,2021-04-08,33.03
North America,,2021-04-09,33.82
North America,,2021-04-10,34.68
North Macedonia,MKD,2021-02-16,0
North Macedonia,MKD,2021-03-16,0.25
North Macedonia,MKD,2021-03-31,0.37
North Macedonia,MKD,2021-04-02,0.4
North Macedonia,MKD,2021-04-03,0.43
North Macedonia,MKD,2021-04-05,0.58
North Macedonia,MKD,2021-04-07,0.74
North Macedonia,MKD,2021-04-08,0.88
North Macedonia,MKD,2021-04-09,1.02
North Macedonia,MKD,2021-04-10,1.15
Northern Cyprus,OWID_CYN,2021-01-14,0
Northern Cyprus,OWID_CYN,2021-01-19,1.3
Northern Cyprus,OWID_CYN,2021-01-22,2.88
Northern Cyprus,OWID_CYN,2021-03-25,25.63
Northern Ireland,,2020-12-13,0.19
Northern Ireland,,2020-12-20,0.85
Northern Ireland,,2020-12-27,1.64
Northern Ireland,,2021-01-03,2.22
Northern Ireland,,2021-01-10,4.86
Northern Ireland,,2021-01-11,5.25
Northern Ireland,,2021-01-12,5.77
Northern Ireland,,2021-01-13,6.43
Northern Ireland,,2021-01-14,7.07
Northern Ireland,,2021-01-15,7.25
Northern Ireland,,2021-01-16,7.42
Northern Ireland,,2021-01-17,7.75
Northern Ireland,,2021-01-18,8.16
Northern Ireland,,2021-01-19,8.47
Northern Ireland,,2021-01-20,8.79
Northern Ireland,,2021-01-21,9.16
Northern Ireland,,2021-01-22,9.35
Northern Ireland,,2021-01-23,9.42
Northern Ireland,,2021-01-24,9.63
Northern Ireland,,2021-01-25,9.83
Northern Ireland,,2021-01-26,10.09
Northern Ireland,,2021-01-27,10.52
Northern Ireland,,2021-01-28,11.63
Northern Ireland,,2021-01-29,12.05
Northern Ireland,,2021-01-30,12.62
Northern Ireland,,2021-01-31,13.01
Northern Ireland,,2021-02-01,13.64
Northern Ireland,,2021-02-02,14.35
Northern Ireland,,2021-02-03,15.28
Northern Ireland,,2021-02-04,15.91
Northern Ireland,,2021-02-05,16.71
Northern Ireland,,2021-02-06,17.06
Northern Ireland,,2021-02-07,17.48
Northern Ireland,,2021-02-08,18.23
Northern Ireland,,2021-02-09,19.09
Northern Ireland,,2021-02-10,20.17
Northern Ireland,,2021-02-11,21.23
Northern Ireland,,2021-02-12,22.01
Northern Ireland,,2021-02-13,22.18
Northern Ireland,,2021-02-14,22.51
Northern Ireland,,2021-02-15,23.17
Northern Ireland,,2021-02-16,23.64
Northern Ireland,,2021-02-17,24.16
Northern Ireland,,2021-02-18,24.64
Northern Ireland,,2021-02-19,25.01
Northern Ireland,,2021-02-20,25.18
Northern Ireland,,2021-02-21,25.81
Northern Ireland,,2021-02-22,26.36
Northern Ireland,,2021-02-23,26.91
Northern Ireland,,2021-02-24,27.63
Northern Ireland,,2021-02-25,28.36
Northern Ireland,,2021-02-26,28.95
Northern Ireland,,2021-02-27,29.24
Northern Ireland,,2021-02-28,29.5
Northern Ireland,,2021-03-01,30.25
Northern Ireland,,2021-03-02,30.78
Northern Ireland,,2021-03-03,31.52
Northern Ireland,,2021-03-04,32.2
Northern Ireland,,2021-03-05,32.7
Northern Ireland,,2021-03-06,33.01
Northern Ireland,,2021-03-07,33.36
Northern Ireland,,2021-03-08,33.86
Northern Ireland,,2021-03-09,34.22
Northern Ireland,,2021-03-10,34.62
Northern Ireland,,2021-03-11,35.07
Northern Ireland,,2021-03-12,35.46
Northern Ireland,,2021-03-13,35.78
Northern Ireland,,2021-03-14,36.13
Northern Ireland,,2021-03-15,36.56
Northern Ireland,,2021-03-16,37.22
Northern Ireland,,2021-03-17,37.67
Northern Ireland,,2021-03-18,38.35
Northern Ireland,,2021-03-19,38.99
Northern Ireland,,2021-03-20,39.41
Northern Ireland,,2021-03-21,40.99
Northern Ireland,,2021-03-23,41.78
Northern Ireland,,2021-03-24,42.68
Northern Ireland,,2021-03-25,43.58
Northern Ireland,,2021-03-26,44.34
Northern Ireland,,2021-03-27,44.89
Northern Ireland,,2021-03-28,45.18
Northern Ireland,,2021-03-29,46.09
Northern Ireland,,2021-03-30,46.87
Northern Ireland,,2021-03-31,47.62
Northern Ireland,,2021-04-01,48.5
Northern Ireland,,2021-04-02,49.24
Northern Ireland,,2021-04-03,49.62
Northern Ireland,,2021-04-04,49.84
Northern Ireland,,2021-04-05,50.21
Northern Ireland,,2021-04-06,50.63
Northern Ireland,,2021-04-07,51.39
Northern Ireland,,2021-04-08,52.16
Northern Ireland,,2021-04-09,52.97
Norway,NOR,2020-12-27,0
Norway,NOR,2020-12-28,0.01
Norway,NOR,2020-12-29,0.03
Norway,NOR,2020-12-30,0.04
Norway,NOR,2020-12-31,0.04
Norway,NOR,2021-01-01,0.04
Norway,NOR,2021-01-02,0.04
Norway,NOR,2021-01-03,0.04
Norway,NOR,2021-01-04,0.04
Norway,NOR,2021-01-05,0.1
Norway,NOR,2021-01-06,0.27
Norway,NOR,2021-01-07,0.39
Norway,NOR,2021-01-08,0.42
Norway,NOR,2021-01-09,0.42
Norway,NOR,2021-01-10,0.43
Norway,NOR,2021-01-11,0.43
Norway,NOR,2021-01-12,0.51
Norway,NOR,2021-01-13,0.69
Norway,NOR,2021-01-14,0.85
Norway,NOR,2021-01-15,0.93
Norway,NOR,2021-01-16,0.94
Norway,NOR,2021-01-17,0.95
Norway,NOR,2021-01-18,0.98
Norway,NOR,2021-01-19,1.08
Norway,NOR,2021-01-20,1.28
Norway,NOR,2021-01-21,1.44
Norway,NOR,2021-01-22,1.5
Norway,NOR,2021-01-23,1.5
Norway,NOR,2021-01-24,1.5
Norway,NOR,2021-01-25,1.52
Norway,NOR,2021-01-26,1.6
Norway,NOR,2021-01-27,1.95
Norway,NOR,2021-01-28,2.27
Norway,NOR,2021-01-29,2.38
Norway,NOR,2021-01-30,2.38
Norway,NOR,2021-01-31,2.39
Norway,NOR,2021-02-01,2.4
Norway,NOR,2021-02-02,2.57
Norway,NOR,2021-02-03,3.19
Norway,NOR,2021-02-04,3.83
Norway,NOR,2021-02-05,4.11
Norway,NOR,2021-02-06,4.14
Norway,NOR,2021-02-07,4.15
Norway,NOR,2021-02-08,4.17
Norway,NOR,2021-02-09,4.34
Norway,NOR,2021-02-10,4.92
Norway,NOR,2021-02-11,5.46
Norway,NOR,2021-02-12,5.68
Norway,NOR,2021-02-13,5.7
Norway,NOR,2021-02-14,5.7
Norway,NOR,2021-02-15,5.73
Norway,NOR,2021-02-16,5.88
Norway,NOR,2021-02-17,6.47
Norway,NOR,2021-02-18,7.02
Norway,NOR,2021-02-19,7.31
Norway,NOR,2021-02-20,7.32
Norway,NOR,2021-02-21,7.33
Norway,NOR,2021-02-22,7.38
Norway,NOR,2021-02-23,7.58
Norway,NOR,2021-02-24,8.19
Norway,NOR,2021-02-25,8.86
Norway,NOR,2021-02-26,9.2
Norway,NOR,2021-02-27,9.21
Norway,NOR,2021-02-28,9.22
Norway,NOR,2021-03-01,9.34
Norway,NOR,2021-03-02,9.6
Norway,NOR,2021-03-03,10.26
Norway,NOR,2021-03-04,10.9
Norway,NOR,2021-03-05,11.24
Norway,NOR,2021-03-06,11.26
Norway,NOR,2021-03-07,11.26
Norway,NOR,2021-03-08,11.35
Norway,NOR,2021-03-09,11.66
Norway,NOR,2021-03-10,12.36
Norway,NOR,2021-03-11,12.89
Norway,NOR,2021-03-12,13.08
Norway,NOR,2021-03-13,13.09
Norway,NOR,2021-03-14,13.09
Norway,NOR,2021-03-15,13.1
Norway,NOR,2021-03-16,13.22
Norway,NOR,2021-03-17,13.67
Norway,NOR,2021-03-18,14.09
Norway,NOR,2021-03-19,14.23
Norway,NOR,2021-03-20,14.24
Norway,NOR,2021-03-21,14.24
Norway,NOR,2021-03-22,14.27
Norway,NOR,2021-03-23,14.53
Norway,NOR,2021-03-24,15.32
Norway,NOR,2021-03-25,16.07
Norway,NOR,2021-03-26,16.41
Norway,NOR,2021-03-27,16.43
Norway,NOR,2021-03-28,16.43
Norway,NOR,2021-03-29,16.52
Norway,NOR,2021-03-30,17.18
Norway,NOR,2021-03-31,17.98
Norway,NOR,2021-04-01,18.18
Norway,NOR,2021-04-02,18.27
Norway,NOR,2021-04-03,18.28
Norway,NOR,2021-04-04,18.29
Norway,NOR,2021-04-05,18.31
Norway,NOR,2021-04-06,18.7
Norway,NOR,2021-04-07,19.83
Norway,NOR,2021-04-08,20.87
Oceania,,2021-02-15,0
Oceania,,2021-02-16,0
Oceania,,2021-02-17,0
Oceania,,2021-02-18,0
Oceania,,2021-02-19,0
Oceania,,2021-02-20,0
Oceania,,2021-02-21,0
Oceania,,2021-02-22,0
Oceania,,2021-02-23,0.01
Oceania,,2021-02-24,0.02
Oceania,,2021-02-25,0.04
Oceania,,2021-02-26,0.06
Oceania,,2021-02-27,0.07
Oceania,,2021-02-28,0.08
Oceania,,2021-03-01,0.08
Oceania,,2021-03-02,0.1
Oceania,,2021-03-03,0.14
Oceania,,2021-03-04,0.17
Oceania,,2021-03-05,0.19
Oceania,,2021-03-06,0.2
Oceania,,2021-03-07,0.21
Oceania,,2021-03-08,0.22
Oceania,,2021-03-09,0.24
Oceania,,2021-03-10,0.29
Oceania,,2021-03-11,0.34
Oceania,,2021-03-12,0.36
Oceania,,2021-03-13,0.42
Oceania,,2021-03-14,0.42
Oceania,,2021-03-15,0.43
Oceania,,2021-03-16,0.47
Oceania,,2021-03-17,0.54
Oceania,,2021-03-18,0.59
Oceania,,2021-03-19,0.63
Oceania,,2021-03-20,0.66
Oceania,,2021-03-21,0.67
Oceania,,2021-03-22,0.72
Oceania,,2021-03-23,0.78
Oceania,,2021-03-24,0.93
Oceania,,2021-03-25,1.05
Oceania,,2021-03-26,1.18
Oceania,,2021-03-27,1.28
Oceania,,2021-03-28,1.3
Oceania,,2021-03-29,1.37
Oceania,,2021-03-30,1.5
Oceania,,2021-03-31,1.74
Oceania,,2021-04-01,1.91
Oceania,,2021-04-02,2.1
Oceania,,2021-04-03,2.11
Oceania,,2021-04-04,2.14
Oceania,,2021-04-05,2.14
Oceania,,2021-04-06,2.22
Oceania,,2021-04-07,2.37
Oceania,,2021-04-08,2.55
Oceania,,2021-04-09,2.74
Oceania,,2021-04-10,2.89
Oman,OMN,2020-12-28,0.03
Oman,OMN,2020-12-29,0.07
Oman,OMN,2020-12-30,0.1
Oman,OMN,2020-12-31,0.13
Oman,OMN,2021-01-02,0.14
Oman,OMN,2021-01-03,0.17
Oman,OMN,2021-01-04,0.21
Oman,OMN,2021-01-05,0.25
Oman,OMN,2021-01-06,0.27
Oman,OMN,2021-01-07,0.29
Oman,OMN,2021-01-08,0.29
Oman,OMN,2021-01-09,0.29
Oman,OMN,2021-01-10,0.31
Oman,OMN,2021-01-11,0.36
Oman,OMN,2021-01-12,0.4
Oman,OMN,2021-01-13,0.45
Oman,OMN,2021-01-14,0.47
Oman,OMN,2021-01-16,0.49
Oman,OMN,2021-01-17,0.5
Oman,OMN,2021-01-18,0.52
Oman,OMN,2021-01-19,0.55
Oman,OMN,2021-01-20,0.58
Oman,OMN,2021-01-23,0.6
Oman,OMN,2021-01-24,0.64
Oman,OMN,2021-01-25,0.68
Oman,OMN,2021-01-26,0.71
Oman,OMN,2021-01-27,0.73
Oman,OMN,2021-02-08,0.77
Oman,OMN,2021-02-09,0.81
Oman,OMN,2021-02-10,0.85
Oman,OMN,2021-02-11,0.88
Oman,OMN,2021-02-12,0.92
Oman,OMN,2021-02-13,0.92
Oman,OMN,2021-02-14,0.96
Oman,OMN,2021-02-15,0.98
Oman,OMN,2021-02-16,1.11
Oman,OMN,2021-02-17,1.14
Oman,OMN,2021-02-18,1.17
Oman,OMN,2021-02-19,1.21
Oman,OMN,2021-02-20,1.22
Oman,OMN,2021-02-21,1.26
Oman,OMN,2021-02-22,1.29
Oman,OMN,2021-02-23,1.32
Oman,OMN,2021-03-09,1.85
Oman,OMN,2021-03-10,1.92
Oman,OMN,2021-03-15,2.06
Oman,OMN,2021-03-17,2.15
Oman,OMN,2021-03-22,2.37
Oman,OMN,2021-03-24,2.53
Oman,OMN,2021-03-29,2.74
Oman,OMN,2021-03-31,2.97
Oman,OMN,2021-04-05,3.35
Pakistan,PAK,2021-02-02,0
Pakistan,PAK,2021-02-10,0.01
Pakistan,PAK,2021-02-17,0.02
Pakistan,PAK,2021-02-21,0.03
Pakistan,PAK,2021-03-14,0.16
Pakistan,PAK,2021-03-31,0.36
Palestine,PSE,2021-03-30,1.61
Palestine,PSE,2021-03-31,1.71
Palestine,PSE,2021-04-01,1.83
Palestine,PSE,2021-04-03,1.97
Palestine,PSE,2021-04-04,2.01
Palestine,PSE,2021-04-05,2.19
Palestine,PSE,2021-04-06,2.38
Palestine,PSE,2021-04-07,2.6
Palestine,PSE,2021-04-08,2.81
Panama,PAN,2021-01-19,0
Panama,PAN,2021-01-20,0.01
Panama,PAN,2021-01-21,0.06
Panama,PAN,2021-01-22,0.12
Panama,PAN,2021-01-23,0.13
Panama,PAN,2021-01-24,0.15
Panama,PAN,2021-01-25,0.15
Panama,PAN,2021-01-26,0.17
Panama,PAN,2021-01-27,0.2
Panama,PAN,2021-01-28,0.2
Panama,PAN,2021-01-29,0.2
Panama,PAN,2021-01-30,0.2
Panama,PAN,2021-01-31,0.2
Panama,PAN,2021-02-01,0.24
Panama,PAN,2021-02-02,0.28
Panama,PAN,2021-02-03,0.29
Panama,PAN,2021-02-04,0.29
Panama,PAN,2021-02-05,0.29
Panama,PAN,2021-02-06,0.29
Panama,PAN,2021-02-07,0.29
Panama,PAN,2021-02-08,0.29
Panama,PAN,2021-02-09,0.29
Panama,PAN,2021-02-10,0.29
Panama,PAN,2021-02-11,0.29
Panama,PAN,2021-02-12,0.29
Panama,PAN,2021-02-13,0.29
Panama,PAN,2021-02-14,0.29
Panama,PAN,2021-02-15,0.29
Panama,PAN,2021-02-16,0.29
Panama,PAN,2021-02-17,0.3
Panama,PAN,2021-02-18,0.31
Panama,PAN,2021-02-19,0.84
Panama,PAN,2021-02-20,1.06
Panama,PAN,2021-02-21,1.11
Panama,PAN,2021-02-22,1.3
Panama,PAN,2021-02-23,1.39
Panama,PAN,2021-02-24,1.64
Panama,PAN,2021-02-25,2.07
Panama,PAN,2021-02-26,2.47
Panama,PAN,2021-02-27,2.65
Panama,PAN,2021-02-28,2.73
Panama,PAN,2021-03-01,2.83
Panama,PAN,2021-03-02,2.97
Panama,PAN,2021-03-03,3.07
Panama,PAN,2021-03-04,3.49
Panama,PAN,2021-03-05,3.87
Panama,PAN,2021-03-06,4.51
Panama,PAN,2021-03-07,4.83
Panama,PAN,2021-03-08,4.91
Panama,PAN,2021-03-09,4.97
Panama,PAN,2021-03-10,5.21
Panama,PAN,2021-03-11,5.41
Panama,PAN,2021-03-12,5.68
Panama,PAN,2021-03-13,5.85
Panama,PAN,2021-03-14,5.88
Panama,PAN,2021-03-15,6.02
Panama,PAN,2021-03-16,6.17
Panama,PAN,2021-03-18,6.65
Panama,PAN,2021-03-19,6.89
Panama,PAN,2021-03-20,7.17
Panama,PAN,2021-03-21,7.18
Panama,PAN,2021-03-22,7.19
Panama,PAN,2021-03-23,7.25
Panama,PAN,2021-03-24,7.42
Panama,PAN,2021-03-25,7.64
Panama,PAN,2021-03-26,7.94
Panama,PAN,2021-03-27,8.18
Panama,PAN,2021-03-28,8.28
Panama,PAN,2021-03-29,8.3
Panama,PAN,2021-03-30,8.44
Panama,PAN,2021-03-31,8.59
Panama,PAN,2021-04-01,8.66
Panama,PAN,2021-04-05,8.98
Panama,PAN,2021-04-06,9.47
Panama,PAN,2021-04-07,10.22
Panama,PAN,2021-04-08,10.59
Panama,PAN,2021-04-09,11.08
Panama,PAN,2021-04-10,11.38
Papua New Guinea,PNG,2021-03-29,0
Papua New Guinea,PNG,2021-04-04,0
Paraguay,PRY,2021-02-21,0
Paraguay,PRY,2021-02-22,0
Paraguay,PRY,2021-02-23,0.01
Paraguay,PRY,2021-02-24,0.01
Paraguay,PRY,2021-02-25,0.02
Paraguay,PRY,2021-02-26,0.02
Paraguay,PRY,2021-03-02,0.02
Paraguay,PRY,2021-03-03,0.02
Paraguay,PRY,2021-03-04,0.02
Paraguay,PRY,2021-03-07,0.02
Paraguay,PRY,2021-03-08,0.03
Paraguay,PRY,2021-03-09,0.03
Paraguay,PRY,2021-03-10,0.04
Paraguay,PRY,2021-03-11,0.07
Paraguay,PRY,2021-03-12,0.11
Paraguay,PRY,2021-03-13,0.14
Paraguay,PRY,2021-03-14,0.16
Paraguay,PRY,2021-03-15,0.17
Paraguay,PRY,2021-03-16,0.18
Paraguay,PRY,2021-03-17,0.2
Paraguay,PRY,2021-03-18,0.2
Paraguay,PRY,2021-03-19,0.21
Paraguay,PRY,2021-03-20,0.21
Paraguay,PRY,2021-03-22,0.21
Paraguay,PRY,2021-03-23,0.26
Paraguay,PRY,2021-03-24,0.34
Paraguay,PRY,2021-03-25,0.42
Paraguay,PRY,2021-03-26,0.49
Paraguay,PRY,2021-03-27,0.52
Paraguay,PRY,2021-03-28,0.54
Paraguay,PRY,2021-03-29,0.58
Paraguay,PRY,2021-03-30,0.61
Paraguay,PRY,2021-03-31,0.64
Paraguay,PRY,2021-04-01,0.64
Paraguay,PRY,2021-04-02,0.65
Paraguay,PRY,2021-04-03,0.65
Paraguay,PRY,2021-04-04,0.65
Paraguay,PRY,2021-04-05,0.66
Paraguay,PRY,2021-04-06,0.67
Paraguay,PRY,2021-04-07,0.68
Peru,PER,2021-02-09,0.01
Peru,PER,2021-02-10,0.06
Peru,PER,2021-02-11,0.16
Peru,PER,2021-02-12,0.26
Peru,PER,2021-02-13,0.32
Peru,PER,2021-02-14,0.34
Peru,PER,2021-02-15,0.37
Peru,PER,2021-02-16,0.39
Peru,PER,2021-02-17,0.4
Peru,PER,2021-02-18,0.43
Peru,PER,2021-02-19,0.51
Peru,PER,2021-02-20,0.59
Peru,PER,2021-02-21,0.61
Peru,PER,2021-02-22,0.69
Peru,PER,2021-02-23,0.77
Peru,PER,2021-02-24,0.84
Peru,PER,2021-02-25,0.88
Peru,PER,2021-02-26,0.93
Peru,PER,2021-02-27,0.95
Peru,PER,2021-02-28,0.95
Peru,PER,2021-03-01,0.98
Peru,PER,2021-03-02,1.01
Peru,PER,2021-03-03,1.06
Peru,PER,2021-03-04,1.15
Peru,PER,2021-03-05,1.26
Peru,PER,2021-03-06,1.31
Peru,PER,2021-03-07,1.31
Peru,PER,2021-03-08,1.39
Peru,PER,2021-03-09,1.46
Peru,PER,2021-03-10,1.51
Peru,PER,2021-03-11,1.55
Peru,PER,2021-03-12,1.62
Peru,PER,2021-03-13,1.72
Peru,PER,2021-03-14,1.72
Peru,PER,2021-03-15,1.84
Peru,PER,2021-03-16,1.97
Peru,PER,2021-03-17,2.09
Peru,PER,2021-03-18,2.21
Peru,PER,2021-03-19,2.34
Peru,PER,2021-03-20,2.4
Peru,PER,2021-03-21,2.41
Peru,PER,2021-03-22,2.45
Peru,PER,2021-03-23,2.5
Peru,PER,2021-03-24,2.55
Peru,PER,2021-03-25,2.6
Peru,PER,2021-03-26,2.65
Peru,PER,2021-03-27,2.69
Peru,PER,2021-03-28,2.7
Peru,PER,2021-03-29,2.74
Peru,PER,2021-03-30,2.79
Peru,PER,2021-03-31,2.84
Peru,PER,2021-04-01,2.85
Peru,PER,2021-04-02,2.86
Peru,PER,2021-04-03,2.88
Peru,PER,2021-04-04,2.88
Peru,PER,2021-04-05,2.91
Peru,PER,2021-04-06,2.96
Peru,PER,2021-04-07,3.01
Peru,PER,2021-04-08,3.07
Peru,PER,2021-04-09,3.11
Philippines,PHL,2021-02-28,0
Philippines,PHL,2021-03-01,0
Philippines,PHL,2021-03-02,0
Philippines,PHL,2021-03-04,0.01
Philippines,PHL,2021-03-06,0.02
Philippines,PHL,2021-03-07,0.03
Philippines,PHL,2021-03-08,0.04
Philippines,PHL,2021-03-09,0.08
Philippines,PHL,2021-03-10,0.1
Philippines,PHL,2021-03-13,0.18
Philippines,PHL,2021-03-15,0.2
Philippines,PHL,2021-03-16,0.2
Philippines,PHL,2021-03-17,0.25
Philippines,PHL,2021-03-18,0.22
Philippines,PHL,2021-03-22,0.31
Philippines,PHL,2021-03-24,0.46
Philippines,PHL,2021-03-27,0.6
Philippines,PHL,2021-03-30,0.67
Philippines,PHL,2021-04-05,0.78
Philippines,PHL,2021-04-06,0.84
Poland,POL,2020-12-28,0.01
Poland,POL,2020-12-29,0.02
Poland,POL,2020-12-30,0.1
Poland,POL,2020-12-31,0.13
Poland,POL,2021-01-02,0.13
Poland,POL,2021-01-03,0.13
Poland,POL,2021-01-04,0.24
Poland,POL,2021-01-05,0.37
Poland,POL,2021-01-06,0.42
Poland,POL,2021-01-07,0.5
Poland,POL,2021-01-08,0.53
Poland,POL,2021-01-09,0.53
